BURNUP,TF,TM,BOR,GROUP,ABSORPTION,CAPTURE,FISSION,NU-FISSION,TRANSPORT,OUT-SCATTER,DIFF(1/3TR)
0,1019.3,557,0,1,0.00881885,0.0065347,0.00228415,0.00586056,0.236306,0.0172913,1.4106
0,1019.3,557,0,2,0.0713582,0.0241484,0.0472098,0.115036,0.919449,0.00145724,0.362536
0.1,1019.3,557,0,1,0.00885401,0.00657003,0.00228398,0.00586017,0.236633,0.0174221,1.40865
0.1,1019.3,557,0,2,0.0736065,0.026849,0.0467574,0.113986,0.918597,0.00149801,0.362872
0.5,1019.3,557,0,1,0.008868,0.00659573,0.00227228,0.00583763,0.236659,0.0174428,1.4085
0.5,1019.3,557,0,2,0.0747603,0.027846,0.0469143,0.114828,0.919861,0.00151833,0.362374
1,1019.3,557,0,1,0.00889075,0.00663341,0.00225734,0.00580887,0.236638,0.017438,1.40862
1,1019.3,557,0,2,0.075819,0.0286288,0.0471903,0.116075,0.921521,0.00153663,0.361721
2,1019.3,557,0,1,0.00896117,0.00673547,0.0022257,0.00574559,0.236605,0.0174074,1.40882
2,1019.3,557,0,2,0.0775142,0.0299318,0.0475824,0.118059,0.924477,0.0015653,0.360564
3,1019.3,557,0,1,0.00905365,0.00685997,0.00219368,0.0056801,0.236589,0.0173637,1.40891
3,1019.3,557,0,2,0.0789148,0.0310986,0.0478162,0.119541,0.927037,0.00158839,0.359568
4,1019.3,557,0,1,0.00915472,0.00699329,0.00216144,0.0056131,0.236581,0.0173149,1.40896
4,1019.3,557,0,2,0.0800602,0.0321394,0.0479208,0.120613,0.929272,0.00160673,0.358704
5,1019.3,557,0,1,0.00925934,0.00712883,0.00213051,0.0055485,0.236575,0.0172639,1.409
5,1019.3,557,0,2,0.0810021,0.0330778,0.0479244,0.121359,0.931241,0.00162132,0.357945
6,1019.3,557,0,1,0.0093632,0.00726259,0.00210061,0.00548577,0.236569,0.0172137,1.40903
6,1019.3,557,0,2,0.081778,0.0339314,0.0478466,0.121842,0.932988,0.0016329,0.357275
7,1019.3,557,0,1,0.00946391,0.00739235,0.00207157,0.00542454,0.236563,0.0171659,1.40907
7,1019.3,557,0,2,0.0824158,0.0347131,0.0477027,0.122107,0.934549,0.00164198,0.356678
8,1019.3,557,0,1,0.00956041,0.00751701,0.00204339,0.0053649,0.236556,0.0171212,1.40911
8,1019.3,557,0,2,0.0829362,0.0354325,0.0475037,0.122187,0.935951,0.00164895,0.356144
9,1019.3,557,0,1,0.00965238,0.00763632,0.00201606,0.00530682,0.236547,0.0170797,1.40916
9,1019.3,557,0,2,0.083356,0.0360975,0.0472586,0.122112,0.937217,0.00165414,0.355663
10,1019.3,557,0,1,0.00973969,0.00775026,0.00198943,0.00524993,0.236537,0.0170415,1.40922
10,1019.3,557,0,2,0.0836888,0.0367143,0.0469746,0.121903,0.938364,0.00165778,0.355228
11,1019.3,557,0,1,0.00982271,0.00785913,0.00196358,0.00519453,0.236526,0.0170064,1.40929
11,1019.3,557,0,2,0.0839457,0.0372881,0.0466576,0.121577,0.939407,0.00166008,0.354834
12.5,1019.3,557,0,1,0.00993926,0.0080129,0.00192636,0.00511453,0.236508,0.0169593,1.40939
12.5,1019.3,557,0,2,0.0842077,0.0380772,0.0461304,0.120903,0.940796,0.00166138,0.35431
15,1019.3,557,0,1,0.0101159,0.0082478,0.0018681,0.00498874,0.236473,0.0168931,1.40961
15,1019.3,557,0,2,0.0843892,0.0392338,0.0451553,0.119407,0.942736,0.00165912,0.353581
17.5,1019.3,557,0,1,0.0102771,0.00846476,0.0018123,0.00486682,0.236436,0.0168384,1.40983
17.5,1019.3,557,0,2,0.0843219,0.0402291,0.0440928,0.11755,0.944339,0.00165239,0.352981
20,1019.3,557,0,1,0.0104243,0.00866468,0.00175962,0.00475056,0.236396,0.0167936,1.41006
20,1019.3,557,0,2,0.084066,0.0410887,0.0429773,0.115437,0.945661,0.00164239,0.352487
22.5,1019.3,557,0,1,0.0105612,0.00885081,0.00171038,0.00464103,0.236354,0.0167559,1.41032
22.5,1019.3,557,0,2,0.0836751,0.0418364,0.0418387,0.113162,0.946759,0.00163007,0.352078
25,1019.3,557,0,1,0.01069,0.00902525,0.00166476,0.00453881,0.236307,0.0167232,1.41059
25,1019.3,557,0,2,0.0831927,0.0424912,0.0407015,0.1108,0.947676,0.00161624,0.351738
27.5,1019.3,557,0,1,0.0108121,0.00918936,0.00162272,0.00444401,0.236256,0.0166941,1.4109
27.5,1019.3,557,0,2,0.0826544,0.0430687,0.0395857,0.108415,0.948444,0.00160157,0.351453
30,1019.3,557,0,1,0.0109277,0.00934394,0.00158378,0.00435562,0.236201,0.0166681,1.41123
30,1019.3,557,0,2,0.0820899,0.0435817,0.0385082,0.106059,0.949086,0.0015866,0.351215
32.5,1019.3,557,0,1,0.0110369,0.00948905,0.00154784,0.00427357,0.23614,0.0166447,1.41159
32.5,1019.3,557,0,2,0.0815233,0.0440407,0.0374826,0.103777,0.949623,0.00157178,0.351017
35,1019.3,557,0,1,0.0111392,0.00962419,0.00151506,0.00419838,0.236073,0.0166237,1.41199
35,1019.3,557,0,2,0.0809742,0.0444546,0.0365196,0.101605,0.950068,0.0015575,0.350852
0,1019.3,557,200,1,0.00888932,0.00660227,0.00228705,0.00586713,0.236576,0.017358,1.40899
0,1019.3,557,200,2,0.0732723,0.0262119,0.0470604,0.114672,0.918622,0.00148985,0.362862
0.1,1019.3,557,200,1,0.00892396,0.00663718,0.00228677,0.00586652,0.236894,0.0174851,1.4071
0.1,1019.3,557,200,2,0.0755191,0.0289072,0.0466118,0.113632,0.917785,0.00153063,0.363193
0.5,1019.3,557,200,1,0.008938,0.00666283,0.00227517,0.00584434,0.236915,0.0175037,1.40698
0.5,1019.3,557,200,2,0.0767026,0.0299153,0.0467873,0.114527,0.919073,0.00155148,0.362684
1,1019.3,557,200,1,0.00896108,0.00670069,0.00226039,0.0058161,0.23689,0.0174969,1.40712
1,1019.3,557,200,2,0.0777993,0.0307133,0.047086,0.115838,0.920761,0.00157046,0.362019
2,1019.3,557,200,1,0.00903255,0.00680351,0.00222904,0.00575377,0.23685,0.0174626,1.40736
2,1019.3,557,200,2,0.0795613,0.0320423,0.0475189,0.117938,0.923762,0.00160031,0.360843
3,1019.3,557,200,1,0.00912623,0.0069289,0.00219733,0.0056893,0.236828,0.0174154,1.40749
3,1019.3,557,200,2,0.0810234,0.0332331,0.0477902,0.119525,0.926356,0.00162448,0.359833
4,1019.3,557,200,1,0.00922839,0.00706296,0.00216544,0.00562335,0.236814,0.0173636,1.40757
4,1019.3,557,200,2,0.0822254,0.0342955,0.0479299,0.120694,0.928618,0.00164382,0.358956
5,1019.3,557,200,1,0.00933395,0.00719906,0.00213489,0.00555987,0.236803,0.0173099,1.40764
5,1019.3,557,200,2,0.0832204,0.0352538,0.0479666,0.121533,0.930609,0.00165934,0.358188
6,1019.3,557,200,1,0.00943861,0.00733322,0.00210539,0.00549834,0.236793,0.0172573,1.4077
6,1019.3,557,200,2,0.0840465,0.0361258,0.0479207,0.122103,0.932374,0.0016718,0.35751
7,1019.3,557,200,1,0.00953999,0.00746323,0.00207675,0.00543828,0.236782,0.0172074,1.40776
7,1019.3,557,200,2,0.0847321,0.0369246,0.0478075,0.122452,0.93395,0.00168172,0.356907
8,1019.3,557,200,1,0.00963698,0.00758797,0.00204901,0.00537986,0.236771,0.0171607,1.40783
8,1019.3,557,200,2,0.0852991,0.0376604,0.0476387,0.122616,0.935364,0.00168952,0.356367
9,1019.3,557,200,1,0.00972936,0.00770728,0.00202208,0.00532292,0.236758,0.0171175,1.40791
9,1019.3,557,200,2,0.0857638,0.0383409,0.0474229,0.12262,0.93664,0.0016955,0.355882
10,1019.3,557,200,1,0.00981704,0.00782117,0.00199586,0.00526722,0.236745,0.0170777,1.40799
10,1019.3,557,200,2,0.0861401,0.0389725,0.0471676,0.122489,0.937795,0.00169992,0.355444
11,1019.3,557,200,1,0.0099004,0.00792994,0.00197046,0.00521307,0.23673,0.017041,1.40807
11,1019.3,557,200,2,0.0864395,0.0395606,0.0468789,0.12224,0.938846,0.00170297,0.355046
12.5,1019.3,557,200,1,0.0100174,0.0080835,0.0019339,0.00513492,0.236707,0.0169917,1.40821
12.5,1019.3,557,200,2,0.0867619,0.0403692,0.0463926,0.121677,0.940243,0.00170534,0.354518
15,1019.3,557,200,1,0.0101947,0.00831794,0.00187673,0.00501216,0.236664,0.0169221,1.40847
15,1019.3,557,200,2,0.0870383,0.0415557,0.0454826,0.120357,0.942191,0.00170478,0.353785
17.5,1019.3,557,200,1,0.0103565,0.00853445,0.00182208,0.00489339,0.236619,0.0168641,1.40873
17.5,1019.3,557,200,2,0.0870657,0.0425814,0.0444843,0.118673,0.943801,0.00169974,0.353182
20,1019.3,557,200,1,0.0105043,0.00873385,0.00177046,0.00478008,0.236573,0.0168163,1.40901
20,1019.3,557,200,2,0.086901,0.0434703,0.0434307,0.116727,0.945127,0.00169137,0.352686
22.5,1019.3,557,200,1,0.0106417,0.00891942,0.00172225,0.00467338,0.236523,0.0167757,1.4093
22.5,1019.3,557,200,2,0.0865977,0.0442463,0.0423514,0.114613,0.946228,0.00168062,0.352276
25,1019.3,557,200,1,0.0107708,0.00909327,0.00167755,0.00457373,0.23647,0.0167401,1.40962
25,1019.3,557,200,2,0.0861992,0.0449286,0.0412706,0.112404,0.947147,0.0016683,0.351934
27.5,1019.3,557,200,1,0.0108932,0.00925678,0.00163639,0.0044814,0.236413,0.0167083,1.40996
27.5,1019.3,557,200,2,0.0857408,0.0455328,0.040208,0.110163,0.947915,0.00165506,0.351649
30,1019.3,557,200,1,0.0110091,0.00941079,0.00159829,0.00439538,0.236352,0.0166796,1.41033
30,1019.3,557,200,2,0.0852514,0.0460716,0.0391798,0.107943,0.948558,0.00164143,0.35141
32.5,1019.3,557,200,1,0.0111184,0.00955537,0.00156308,0.00431541,0.236285,0.0166536,1.41073
32.5,1019.3,557,200,2,0.084755,0.0465557,0.0381993,0.105785,0.949096,0.00162787,0.351211
35,1019.3,557,200,1,0.0112209,0.00968998,0.00153092,0.00424202,0.236212,0.0166301,1.41116
35,1019.3,557,200,2,0.0842706,0.0469936,0.0372771,0.103726,0.949542,0.00161474,0.351046
0,1019.3,557,400,1,0.00895926,0.00666943,0.00228984,0.00587344,0.236838,0.0174211,1.40743
0,1019.3,557,400,2,0.0751748,0.0282621,0.0469127,0.114312,0.917825,0.00152222,0.363178
0.1,1019.3,557,400,1,0.00899343,0.00670397,0.00228946,0.00587263,0.237146,0.0175446,1.4056
0.1,1019.3,557,400,2,0.07742,0.0309523,0.0464677,0.113282,0.917002,0.00156301,0.363503
0.5,1019.3,557,400,1,0.00900747,0.00672951,0.00227795,0.00585082,0.237162,0.0175612,1.40551
0.5,1019.3,557,400,2,0.0786335,0.0319715,0.046662,0.11423,0.918314,0.0015844,0.362984
1,1019.3,557,400,1,0.00903087,0.00676754,0.00226333,0.00582309,0.237133,0.0175524,1.40568
1,1019.3,557,400,2,0.079768,0.0327847,0.0469833,0.115605,0.92003,0.00160405,0.362307
2,1019.3,557,400,1,0.00910335,0.00687108,0.00223227,0.00576172,0.237086,0.0175143,1.40596
2,1019.3,557,400,2,0.0815965,0.0341396,0.0474569,0.11782,0.923076,0.00163507,0.361111
3,1019.3,557,400,1,0.00919817,0.00699728,0.00220089,0.00569827,0.237058,0.0174637,1.40613
3,1019.3,557,400,2,0.0831198,0.0353542,0.0477656,0.119512,0.925706,0.00166031,0.360085
4,1019.3,557,400,1,0.00930137,0.00713203,0.00216934,0.00563338,0.237039,0.0174089,1.40624
4,1019.3,557,400,2,0.084378,0.0364381,0.0479399,0.120777,0.927996,0.00168063,0.359197
5,1019.3,557,400,1,0.00940781,0.00726865,0.00213916,0.00557102,0.237023,0.0173525,1.40633
5,1019.3,557,400,2,0.0854254,0.0374159,0.0480095,0.121707,0.930009,0.00169707,0.35842
6,1019.3,557,400,1,0.00951321,0.00740313,0.00211007,0.00551067,0.237008,0.0172975,1.40642
6,1019.3,557,400,2,0.0863013,0.0383061,0.0479952,0.122364,0.931793,0.0017104,0.357733
7,1019.3,557,400,1,0.00961515,0.00753332,0.00208184,0.00545177,0.236993,0.0172454,1.40651
7,1019.3,557,400,2,0.0870344,0.039122,0.0479124,0.122797,0.933384,0.00172115,0.357123
8,1019.3,557,400,1,0.00971267,0.00765816,0.00205452,0.00539457,0.236977,0.0171968,1.40661
8,1019.3,557,400,2,0.0876467,0.0398737,0.047773,0.123042,0.934812,0.00172974,0.356578
9,1019.3,557,400,1,0.00980537,0.00777739,0.00202798,0.00533875,0.23696,0.0171518,1.40671
9,1019.3,557,400,2,0.0881557,0.0405694,0.0475863,0.123126,0.936097,0.00173651,0.356088
10,1019.3,557,400,1,0.00989337,0.00789118,0.00200219,0.00528425,0.236943,0.0171104,1.40681
10,1019.3,557,400,2,0.0885749,0.0412156,0.0473593,0.123071,0.937262,0.00174168,0.355646
11,1019.3,557,400,1,0.00997705,0.00799982,0.00197723,0.00523133,0.236925,0.0170722,1.40691
11,1019.3,557,400,2,0.088916,0.0418177,0.0470983,0.122898,0.93832,0.00174546,0.355245
12.5,1019.3,557,400,1,0.0100944,0.00815309,0.00194131,0.00515499,0.236897,0.0170207,1.40708
12.5,1019.3,557,400,2,0.0892979,0.0426455,0.0466524,0.122444,0.939726,0.00174889,0.354713
15,1019.3,557,400,1,0.0102723,0.00838704,0.00188522,0.00503523,0.236845,0.0169476,1.40739
15,1019.3,557,400,2,0.0896669,0.043861,0.0458059,0.121295,0.941686,0.00174996,0.353975
17.5,1019.3,557,400,1,0.0104347,0.00860302,0.0018317,0.00491957,0.236793,0.0168864,1.4077
17.5,1019.3,557,400,2,0.0897867,0.0449164,0.0448702,0.11978,0.943305,0.00174657,0.353368
20,1019.3,557,400,1,0.010583,0.00880184,0.00178113,0.00480914,0.236739,0.0168355,1.40802
20,1019.3,557,400,2,0.0897108,0.0458339,0.0438769,0.117998,0.944638,0.00173977,0.352869
22.5,1019.3,557,400,1,0.0107207,0.00898681,0.00173392,0.00470522,0.236683,0.0167919,1.40835
22.5,1019.3,557,400,2,0.0894926,0.0466373,0.0428553,0.116039,0.945743,0.00173054,0.352457
25,1019.3,557,400,1,0.0108501,0.00916002,0.00169012,0.0046081,0.236624,0.0167536,1.40871
25,1019.3,557,400,2,0.0891755,0.0473463,0.0418292,0.113979,0.946665,0.00171967,0.352113
27.5,1019.3,557,400,1,0.0109727,0.0093229,0.00164983,0.00451819,0.23656,0.016719,1.40908
27.5,1019.3,557,400,2,0.0887944,0.0479763,0.0408181,0.111879,0.947437,0.0017078,0.351826
30,1019.3,557,400,1,0.0110888,0.00947629,0.00161255,0.00443447,0.236493,0.0166876,1.40949
30,1019.3,557,400,2,0.0883778,0.0485401,0.0398377,0.109789,0.948083,0.00169547,0.351587
32.5,1019.3,557,400,1,0.0111984,0.00962031,0.00157806,0.00435654,0.23642,0.016659,1.40992
32.5,1019.3,557,400,2,0.0879494,0.0490482,0.0389011,0.107752,0.948624,0.00168311,0.351386
35,1019.3,557,400,1,0.0113009,0.00975436,0.00154651,0.00428493,0.236341,0.0166331,1.41039
35,1019.3,557,400,2,0.0875277,0.0495093,0.0380184,0.105802,0.949074,0.00167108,0.35122
0,1019.3,557,600,1,0.00902868,0.00673617,0.00229251,0.00587951,0.237091,0.0174809,1.40593
0,1019.3,557,600,2,0.0770662,0.0302994,0.0467668,0.113957,0.917054,0.00155437,0.363483
0.1,1019.3,557,600,1,0.00906235,0.00677032,0.00229203,0.00587851,0.23739,0.0176008,1.40416
0.1,1019.3,557,600,2,0.0793102,0.0329846,0.0463257,0.112937,0.916246,0.00159516,0.363803
0.5,1019.3,557,600,1,0.00907643,0.00679579,0.00228063,0.00585706,0.237402,0.0176154,1.40409
0.5,1019.3,557,600,2,0.0805532,0.0340149,0.0465384,0.113937,0.917583,0.00161708,0.363273
1,1019.3,557,600,1,0.00910013,0.00683397,0.00226616,0.00582985,0.237368,0.0176046,1.40429
1,1019.3,557,600,2,0.0817255,0.0348433,0.0468823,0.115377,0.919328,0.0016374,0.362584
2,1019.3,557,600,1,0.00917357,0.00693818,0.0022354,0.00576945,0.237314,0.0175628,1.40461
2,1019.3,557,600,2,0.0836202,0.0362238,0.0473964,0.117705,0.92242,0.00166957,0.361368
3,1019.3,557,600,1,0.00926949,0.00706515,0.00220435,0.00570702,0.23728,0.0175087,1.40481
3,1019.3,557,600,2,0.0852042,0.0374621,0.0477421,0.119501,0.925086,0.00169587,0.360327
4,1019.3,557,600,1,0.00937367,0.00720053,0.00217315,0.00564319,0.237255,0.0174509,1.40496
4,1019.3,557,600,2,0.0865181,0.0385672,0.0479509,0.120863,0.927404,0.00171716,0.359426
5,1019.3,557,600,1,0.00948095,0.0073376,0.00214335,0.00558196,0.237234,0.0173919,1.40508
5,1019.3,557,600,2,0.0876176,0.0395645,0.0480531,0.121883,0.92944,0.0017345,0.358639
6,1019.3,557,600,1,0.009587,0.00747236,0.00211465,0.00552275,0.237214,0.0173345,1.4052
6,1019.3,557,600,2,0.0885425,0.0404726,0.0480699,0.122626,0.931243,0.00174868,0.357945
7,1019.3,557,600,1,0.00968949,0.00760267,0.00208682,0.00546503,0.237195,0.0172803,1.40532
7,1019.3,557,600,2,0.0893225,0.0413052,0.0480173,0.123142,0.93285,0.00176025,0.357328
8,1019.3,557,600,1,0.00978745,0.00772753,0.00205992,0.00540904,0.237174,0.0172297,1.40543
8,1019.3,557,600,2,0.0899798,0.0420727,0.0479071,0.123466,0.934291,0.00176963,0.356777
9,1019.3,557,600,1,0.00988049,0.00784671,0.00203378,0.00535434,0.237154,0.0171829,1.40556
9,1019.3,557,600,2,0.090532,0.0427834,0.0477487,0.123628,0.935589,0.00177715,0.356282
10,1019.3,557,600,1,0.00996875,0.00796034,0.00200841,0.00530103,0.237133,0.0171399,1.40568
10,1019.3,557,600,2,0.0909936,0.0434439,0.0475497,0.12365,0.936763,0.00178306,0.355835
11,1019.3,557,600,1,0.0100527,0.00806881,0.00198388,0.00524933,0.237111,0.0171001,1.40581
11,1019.3,557,600,2,0.0913757,0.0440598,0.047316,0.12355,0.93783,0.00178757,0.35543
12.5,1019.3,557,600,1,0.0101704,0.00822177,0.00194861,0.00517478,0.237077,0.0170464,1.40601
12.5,1019.3,557,600,2,0.0918157,0.0449063,0.0469094,0.123203,0.939247,0.00179201,0.354894
15,1019.3,557,600,1,0.0103487,0.00845511,0.00189357,0.00505793,0.237018,0.01697,1.40637
15,1019.3,557,600,2,0.0922759,0.0461504,0.0461255,0.122223,0.941219,0.0017947,0.354151
17.5,1019.3,557,600,1,0.0105117,0.00867054,0.00184117,0.00494537,0.236958,0.0169054,1.40672
17.5,1019.3,557,600,2,0.0924854,0.0472346,0.0452508,0.120873,0.942849,0.00179288,0.353539
20,1019.3,557,600,1,0.0106603,0.00886874,0.00179161,0.00483773,0.236897,0.0168515,1.40708
20,1019.3,557,600,2,0.092496,0.0481798,0.0443162,0.11925,0.94419,0.00178761,0.353036
22.5,1019.3,557,600,1,0.0107984,0.00905305,0.0017454,0.00473657,0.236834,0.0168049,1.40745
22.5,1019.3,557,600,2,0.0923607,0.04901,0.0433507,0.117443,0.945303,0.00177984,0.352621
25,1019.3,557,600,1,0.0109281,0.00922558,0.00170249,0.00464193,0.236768,0.0167638,1.40785
25,1019.3,557,600,2,0.0921225,0.0497448,0.0423777,0.115527,0.946231,0.00177037,0.352275
27.5,1019.3,557,600,1,0.0110508,0.0093878,0.00166304,0.00455439,0.236698,0.0167265,1.40826
27.5,1019.3,557,600,2,0.0918163,0.0503998,0.0414165,0.113562,0.947007,0.00175982,0.351986
30,1019.3,557,600,1,0.0111671,0.00954055,0.00162656,0.00447291,0.236624,0.0166925,1.4087
30,1019.3,557,600,2,0.0914703,0.0509877,0.0404826,0.1116,0.947659,0.00174873,0.351744
32.5,1019.3,557,600,1,0.0112768,0.00968399,0.00159277,0.00439697,0.236546,0.0166614,1.40917
32.5,1019.3,557,600,2,0.0911077,0.0515192,0.0395885,0.10968,0.948204,0.00173753,0.351542
35,1019.3,557,600,1,0.0113793,0.00981747,0.00156183,0.0043271,0.236462,0.0166332,1.40967
35,1019.3,557,600,2,0.0907469,0.0520026,0.0387443,0.107837,0.948659,0.00172656,0.351373
0,1019.3,557,800,1,0.00909759,0.00680251,0.00229508,0.00588535,0.237336,0.0175373,1.40448
0,1019.3,557,800,2,0.0789465,0.0323239,0.0466226,0.113605,0.916312,0.00158629,0.363777
0.1,1019.3,557,800,1,0.00913079,0.00683628,0.00229451,0.00588416,0.237627,0.017654,1.40276
0.1,1019.3,557,800,2,0.0811895,0.0350043,0.0461853,0.112595,0.915518,0.00162708,0.364093
0.5,1019.3,557,800,1,0.00914488,0.00686167,0.00228321,0.00586308,0.237634,0.0176666,1.40272
0.5,1019.3,557,800,2,0.0824621,0.0360456,0.0464164,0.113648,0.916881,0.00164953,0.363551
1,1019.3,557,800,1,0.00916887,0.00689998,0.00226889,0.00583639,0.237596,0.0176536,1.40294
1,1019.3,557,800,2,0.083672,0.0368892,0.0467829,0.115152,0.918655,0.00167051,0.362849
2,1019.3,557,800,1,0.00924325,0.00700482,0.00223843,0.00577696,0.237534,0.0176081,1.40331
2,1019.3,557,800,2,0.0856326,0.0382953,0.0473373,0.117594,0.921792,0.00170382,0.361614
3,1019.3,557,800,1,0.00934021,0.0071325,0.00220771,0.00571556,0.237494,0.0175507,1.40355
3,1019.3,557,800,2,0.0872769,0.039557,0.0477198,0.119493,0.924495,0.00173116,0.360557
4,1019.3,557,800,1,0.00944531,0.00726845,0.00217686,0.00565279,0.237463,0.0174898,1.40372
4,1019.3,557,800,2,0.088646,0.0406833,0.0479628,0.12095,0.926842,0.00175341,0.359644
5,1019.3,557,800,1,0.00955337,0.00740593,0.00214744,0.00559268,0.237437,0.0174281,1.40388
5,1019.3,557,800,2,0.089797,0.0416997,0.0480973,0.12206,0.928902,0.00177164,0.358847
6,1019.3,557,800,1,0.00966004,0.00754091,0.00211913,0.00553461,0.237412,0.0173684,1.40403
6,1019.3,557,800,2,0.0907705,0.0426256,0.048145,0.122888,0.930724,0.00178666,0.358144
7,1019.3,557,800,1,0.00976301,0.0076713,0.00209171,0.00547807,0.237388,0.0173121,1.40417
7,1019.3,557,800,2,0.0915967,0.0434747,0.048122,0.123486,0.932348,0.00179903,0.35752
8,1019.3,557,800,1,0.00986137,0.00779613,0.00206523,0.00542328,0.237364,0.0172595,1.40431
8,1019.3,557,800,2,0.0922984,0.0442577,0.0480407,0.123889,0.933803,0.00180918,0.356963
9,1019.3,557,800,1,0.00995467,0.0079152,0.00203947,0.00536965,0.237339,0.0172111,1.40446
9,1019.3,557,800,2,0.0928934,0.0449831,0.0479103,0.124127,0.935114,0.00181744,0.356463
10,1019.3,557,800,1,0.0100432,0.0080287,0.00201453,0.00531755,0.237315,0.0171663,1.40461
10,1019.3,557,800,2,0.0933962,0.0456576,0.0477386,0.124223,0.936299,0.00182407,0.356012
11,1019.3,557,800,1,0.0101274,0.00813698,0.00199043,0.00526706,0.237289,0.0171249,1.40476
11,1019.3,557,800,2,0.0938186,0.046287,0.0475317,0.124197,0.937375,0.00182928,0.355603
12.5,1019.3,557,800,1,0.0102454,0.00828956,0.00195579,0.00519429,0.23725,0.0170691,1.40499
12.5,1019.3,557,800,2,0.0943158,0.0471519,0.0471639,0.123955,0.938803,0.00183472,0.355062
15,1019.3,557,800,1,0.010424,0.00852225,0.00190179,0.00508034,0.237182,0.0169893,1.40539
15,1019.3,557,800,2,0.094865,0.0484239,0.046441,0.12314,0.940789,0.00183896,0.354312
17.5,1019.3,557,800,1,0.0105876,0.00873706,0.00185049,0.00497078,0.237115,0.0169215,1.40579
17.5,1019.3,557,800,2,0.0951625,0.0495364,0.0456262,0.121952,0.942432,0.00183869,0.353695
20,1019.3,557,800,1,0.0107365,0.00893459,0.00180192,0.00486589,0.237047,0.0168645,1.40619
20,1019.3,557,800,2,0.0952574,0.0505086,0.0447488,0.120483,0.943783,0.00183489,0.353188
22.5,1019.3,557,800,1,0.0108749,0.00911822,0.00175669,0.00476744,0.236977,0.016815,1.40661
22.5,1019.3,557,800,2,0.0952026,0.0513648,0.0438378,0.118824,0.944905,0.00182854,0.352769
25,1019.3,557,800,1,0.0110047,0.00929006,0.00171466,0.00467526,0.236904,0.0167712,1.40704
25,1019.3,557,800,2,0.0950411,0.0521246,0.0429165,0.117048,0.945841,0.0018204,0.35242
27.5,1019.3,557,800,1,0.0111276,0.00945158,0.00167602,0.00458997,0.236828,0.0167312,1.40749
27.5,1019.3,557,800,2,0.0948076,0.0528038,0.0420037,0.115215,0.946624,0.00181113,0.352128
30,1019.3,557,800,1,0.011244,0.00960366,0.00164031,0.00451064,0.236748,0.0166946,1.40796
30,1019.3,557,800,2,0.09453,0.0534152,0.0411148,0.113376,0.947282,0.00180123,0.351884
32.5,1019.3,557,800,1,0.0113537,0.0097465,0.00160721,0.00443665,0.236664,0.0166611,1.40846
32.5,1019.3,557,800,2,0.0942313,0.0539692,0.0402621,0.11157,0.947834,0.00179114,0.351679
35,1019.3,557,800,1,0.0114563,0.0098794,0.00157685,0.00436848,0.236575,0.0166306,1.409
35,1019.3,557,800,2,0.0939296,0.0544743,0.0394553,0.109831,0.948296,0.0017812,0.351508
